ID,Вышестоящий ГО,Исполняющий ГО,Level,FunctionText,Type,Sphere,Sphere_2,Sphere_3,Anomaly,CollisionWith
МОРК-102,Республика Казахстан,МОРК,1,утверждает правила присвоения воинским частям и организациям действительных и условных наименований и их применения при ведении переписки в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-103,Республика Казахстан,МОРК,1,утверждает правила обеспечения экологической безопасности в вооруженных силах,Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МОРК-104,Республика Казахстан,МОРК,1,утверждает правила выдачи военнослужащим центрального аппарата министерства служебного удостоверения и его описание,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-105,Республика Казахстан,МОРК,1,утверждает правила организации финансовой и хозяйственной деятельности в вооруженных силах,Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МОРК-106,Республика Казахстан,МОРК,1,"утверждает правила по организации хранения ракет и боеприпасов на арсеналах, базах и складах вооруженных сил",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-107,Республика Казахстан,МОРК,1,"утверждает правила реагирования командования воинских частей и органов военной полиции вооруженных сил на информацию о хищении, утрате оружия и боеприпасов либо самовольном оставлении военнослужащим месторасположения воинской части с оружием",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-108,Республика Казахстан,МОРК,1,утверждает правила военной подготовки по дополнительным образовательным программам,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-109,Республика Казахстан,МОРК,1,утверждает правила подготовки по военно-техническим и иным специальностям,Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МОРК-11,Республика Казахстан,МОРК,1,"организует и координирует научное обеспечение обороны, в том числе оборонные исследования",Стратегические,02.4.0 НИОКР в области обороны (CS),02.4 Ниокр в области обороны,02 Оборона,,
МОРК-110,Республика Казахстан,МОРК,1,утверждает правила военной подготовки по программе офицеров запаса и сержантов запаса,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-111,Республика Казахстан,МОРК,1,утверждает правила отчисления из военных учебных заведений министерства,Регулятивные,09.4.1 Первый этап высшего образования (IS),09.4 Высшее образование,09 Образование,,
МОРК-112,Республика Казахстан,МОРК,1,утверждает правила подготовки специалистов военной медицины вооруженных сил по согласованию с уполномоченным органом в области здравоохранения,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-113,Республика Казахстан,МОРК,1,утверждает правила организации и использования учебно-материальной базы военных учебных заведений и военных кафедр по согласованию с уполномоченным органом в области образования,Регулятивные,09.4.2 Второй этап высшего образования (IS),09.4 Высшее образование,09 Образование,,
МОРК-114,Республика Казахстан,МОРК,1,утверждает правила отбора военнослужащих вооруженных сил для подготовки в иностранных военных учебных заведениях,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-115,Республика Казахстан,МОРК,1,утверждает правила физической подготовки в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-116,Республика Казахстан,МОРК,1,утверждает правила топогеодезического обеспечения вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-117,Республика Казахстан,МОРК,1,утверждает правила навигационного обеспечения вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-118,Республика Казахстан,МОРК,1,"на основании предложения первого руководителя государственного учреждения вооруженных сил, специализирующегося в сфере культуры и области спорта, утверждает тарифы на оказываемые услуги, предоставляемые на платной основе",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-119,Республика Казахстан,МОРК,1,"на основании предложения первого руководителя военного, специального учебного заведения вооруженных сил утверждает цены на товары (работы, услуги) военного, специального учебного заведения, предоставляемые на платной основе",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-12,Республика Казахстан,МОРК,1,осуществляет инспектирование войск и контроль за расходом финансовых средств в вооруженных силах,Контрольные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-120,Республика Казахстан,МОРК,1,"по согласованию с центральным уполномоченным органом по бюджетному планированию утверждает правила оказания услуг государственным учреждением вооруженных сил республики казахстан, специализирующимся в области аэропортовской деятельности, соответствующих их уставным целям и не относящихся к их основной деятельности, и использования денег от реализации таких услуг",Регулятивные,04.5.4 Воздушный транспорт (CS),04.5 Транспорт,04 Экономические вопросы,,
МОРК-121,Республика Казахстан,МОРК,1,"по согласованию с центральным уполномоченным органом по бюджетному планированию утверждает правила оказания услуг государственным учреждением вооруженных сил республики казахстан, специализирующимся в области культуры, соответствующих их уставным целям и не относящихся к их основной деятельности, и использования денег от реализации таких услуг",Регулятивные,08.2.0 Услуги в области культуры (IS),08.2 Услуги в области культуры,"08 Отдых, культура и религия",,
МОРК-122,Республика Казахстан,МОРК,1,"по согласованию с центральным уполномоченным органом по бюджетному планированию утверждает правила оказания услуг государственным учреждением вооруженных сил республики казахстан, специализирующимся в области спорта, соответствующих их уставным целям и не относящихся к их основной деятельности, и использования денег от реализации таких услуг",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-123,Республика Казахстан,МОРК,1,"по согласованию с центральным уполномоченным органом по бюджетному планированию утверждает правила оказания услуг государственным учреждением вооруженных сил республики казахстан, специализирующимся в сфере оказания медицинских услуг (помощи) в рамках гарантированного объема бесплатной медицинской помощи и в системе обязательного социального медицинского страхования, соответствующих их уставным целям и не относящихся к их основной деятельности, и использования денег от реализации таких услуг",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-124,Республика Казахстан,МОРК,1,"утверждает правила оказания платных видов деятельности по реализации товаров (работ, услуг) военными, специальными учебными заведениями и расходования ими денег от реализации товаров (работ, услуг)",Регулятивные,"04.7.1 Оптовая и розничная торговля, хранение и складирование (CS)",04.7 Прочие отрасли,04 Экономические вопросы,,
МОРК-125,Республика Казахстан,МОРК,1,утверждает правила проведения проверки с применением полиграфологического и психофизиологического исследований,Регулятивные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МОРК-126,Республика Казахстан,МОРК,1,"утверждает правила выдачи, использования и описания служебного удостоверения и жетона военнослужащим органов военной полиции вооруженных сил республики казахстан",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-127,Республика Казахстан,МОРК,1,утверждает правила организации деятельности органов военной полиции вооруженных сил по обеспечению безопасности дорожного движения транспортных средств вооруженных сил,Регулятивные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МОРК-128,Республика Казахстан,МОРК,1,"утверждает правила организации и обеспечения сопровождения колонн военных транспортных средств и транспортных средств специального назначения, регулирования дорожного движения на автомобильных дорогах и улицах во время прохождения этих колонн",Регулятивные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МОРК-129,Республика Казахстан,МОРК,1,утверждает правила внутреннего распорядка и содержания подозреваемых и обвиняемых на гауптвахте органов военной полиции вооруженных сил республики казахстан,Регулятивные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МОРК-13,Республика Казахстан,МОРК,1,"утверждает нормативные правовые акты, регламентирующие прием, организацию учебно-воспитательного процесса в ведомственных военных учебных заведениях",Регулятивные,"09.8.0 Вопросы образования, не отнесенные к другим категориям (CS)","09.8 Вопросы образования, не отнесенные к другим категориям",09 Образование,,
МОРК-130,Республика Казахстан,МОРК,1,утверждает правила внутреннего распорядка и содержания осужденных на гауптвахте органов военной полиции вооруженных сил республики казахстан,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-131,Республика Казахстан,МОРК,1,утверждает порядок организации деятельности помещений для временно задержанных при дежурном по органу военной полиции вооруженных сил республики казахстан и типовые правила внутреннего распорядка в них,Регулятивные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МОРК-132,Республика Казахстан,МОРК,1,"утверждает правила охраны и сопровождения (конвоирования) военнослужащих, содержащихся на гауптвахте органов военной полиции вооруженных сил республики казахстан (кроме военнослужащих, подвергнутых административному аресту), за пределы гауптвахты",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-133,Республика Казахстан,МОРК,1,"утверждает порядок и условия прохождения стажировки (испытательного срока) гражданами, впервые поступающими на службу в органы военной полиции вооруженных сил республики казахстан",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-134,Республика Казахстан,МОРК,1,утверждает перечень специальных средств органов военной полиции вооруженных сил республики казахстан,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-135,Республика Казахстан,МОРК,1,по согласованию с генеральным прокурором республики казахстан утверждает правила осуществления мер безопасности органами военного управления,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-136,Республика Казахстан,МОРК,1,по согласованию с центральным уполномоченным органом по исполнению бюджета утверждает правила финансирования и материально-технического обеспечения мер государственной защиты органами военного управления,Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МОРК-137,Республика Казахстан,МОРК,1,утверждает правила отбывания военнослужащими административного ареста на гауптвахте органов военной полиции вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-138,Республика Казахстан,МОРК,1,утверждает правила организации деятельности патрульно-постовой службы органов военной полиции вооруженных сил,Регулятивные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
МОРК-139,Республика Казахстан,МОРК,1,утверждает правила осуществления мер безопасности органами военной полиции вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-14,Республика Казахстан,МОРК,1,определяет порядок финансирования оборонных исследований,Регулятивные,02.4.0 НИОКР в области обороны (CS),02.4 Ниокр в области обороны,02 Оборона,,
МОРК-140,Республика Казахстан,МОРК,1,утверждает правила служебной этики военнослужащих органов военной полиции вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-141,Республика Казахстан,МОРК,1,утверждает правила организации службы войск в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-142,Республика Казахстан,МОРК,1,"утверждает правила организации розыска военнослужащих вооруженных сил республики казахстан, скрывающихся от органов, ведущих уголовный процесс, а также самовольно оставивших воинскую часть (учреждение) или место службы",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-143,Республика Казахстан,МОРК,1,утверждает перечень негласного состава органов военной разведки министерства,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-144,Республика Казахстан,МОРК,1,утверждает правила учета личного состава вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-145,Республика Казахстан,МОРК,1,"утверждает инструкцию по использованию средств, предусмотренных в республиканском бюджете на представительские расходы по бюджетной подпрограмме ""повышение боевой готовности вооруженных сил республики казахстан"" бюджетной программы ""обеспечение боевой, мобилизационной готовности вооруженных сил республики казахстан""",Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МОРК-146,Республика Казахстан,МОРК,1,утверждает правила деятельности полигонов и учебных центров вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-147,Республика Казахстан,МОРК,1,утверждает правила обеспечения пропускного режима в здание министерства,Регулятивные,01.3.3 Другие общие службы (CS),01.3 Общие службы,01 Государственные службы общего назначения,,
МОРК-148,Республика Казахстан,МОРК,1,утверждает инструкцию по оценке служебной деятельности местных органов военного управления,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-149,Республика Казахстан,МОРК,1,утверждает правила организации службы дежурных в местных органах военного управления,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-15,Республика Казахстан,МОРК,1,"осуществляет контроль за деятельностью и качеством учебно-воспитательной работы ведомственных военных учебных заведений и других организаций образования, осуществляющих военную подготовку",Контрольные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-150,Республика Казахстан,МОРК,1,утверждает правила организации научного обеспечения обороны,Регулятивные,02.4.0 НИОКР в области обороны (CS),02.4 Ниокр в области обороны,02 Оборона,,
МОРК-151,Республика Казахстан,МОРК,1,"утверждает перечень лекарственных средств и изделий медицинского назначения аптечки бортовой и носимого аварийного запаса государственной авиации по согласованию с уполномоченным органом в сфере обращения лекарственных средств, изделий медицинского назначения и медицинской техники",Регулятивные,04.5.4 Воздушный транспорт (CS),04.5 Транспорт,04 Экономические вопросы,,
МОРК-152,Республика Казахстан,МОРК,1,утверждает правила организации охраны воинских частей и учреждений вооруженных сил ведомственными охранными подразделениями вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-153,Республика Казахстан,МОРК,1,утверждает положение о службе внутреннего аудита,Регулятивные,01.1.2 Бюджетно-финансовые вопросы (CS),"01.1 Исполнительные и законодательные органы, бюджетно-финансовые вопросы, международные отношения",01 Государственные службы общего назначения,,
МОРК-154,Республика Казахстан,МОРК,1,утверждает правила организации и обеспечения противопожарной защиты в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-156,Республика Казахстан,МОРК,1,утверждает инструкцию по организации исчисления выслуги лет военнослужащим вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-157,Республика Казахстан,МОРК,1,утверждает методику оценки несения боевого дежурства в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-158,Республика Казахстан,МОРК,1,утверждает правила по организации и проведению боевой подготовки в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-159,Республика Казахстан,МОРК,1,"утверждает правила обеспечения противодиверсионной безопасности в гарнизонах, воинских частях (учреждениях) вооруженных сил",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-16,Республика Казахстан,МОРК,1,координирует подготовку допризывной и призывной молодежи к воинской службе,Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МОРК-160,Республика Казахстан,МОРК,1,"утверждает правила организации воспитательной, социально-правовой, психологической и идеологической работы с личным составом вооруженных сил",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-161,Республика Казахстан,МОРК,1,утверждает инструкции по организации эксплуатации военного имущества вооруженных сил,Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МОРК-162,Республика Казахстан,МОРК,1,"утверждает правила по организации социальной адаптации лиц, увольняемых из вооруженных сил",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-163,Республика Казахстан,МОРК,1,утверждает правила организации и несения боевого дежурства в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-164,Республика Казахстан,МОРК,1,утверждает инструкцию по защите государственных секретов в вооруженных силах по согласованию с уполномоченным органом по защите государственных секретов,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-165,Республика Казахстан,МОРК,1,утверждает ежегодный план мероприятий по защите государственных секретов и обеспечению безопасности информации в вооруженных силах по согласованию с уполномоченным органом по защите государственных секретов,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-166,Республика Казахстан,МОРК,1,"утверждает состав экспертных комиссий по проведению специальных экспертиз органов военного управления, республиканских государственных учреждений вооруженных сил и аттестации командиров (начальников) для получения разрешений на проведение работ, связанных с использованием сведений, составляющих государственные секреты",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-167,Республика Казахстан,МОРК,1,"утверждает инструкцию об организации научно-исследовательских работ, научно-исследовательских и опытно-конструкторских работ, опытно-конструкторских работ и технологических работ, реализуемых в рамках выполнения научных, научно-технических и инновационных проектов (программ) военными учебными заведениями, подведомственными министерству",Регулятивные,02.4.0 НИОКР в области обороны (CS),02.4 Ниокр в области обороны,02 Оборона,,
МОРК-168,Республика Казахстан,МОРК,1,утверждает правила организации и обеспечения водолазных спусков в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-169,Республика Казахстан,МОРК,1,"утверждает инструкцию по планированию и подготовке материалов организационно-штатных мероприятий, разработке штатов и табелей органов военного управления, республиканских государственных учреждений вооруженных сил",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-17,Республика Казахстан,МОРК,1,реализует государственную молодежную политику,Общие функции,"01.6.0 Государственные службы общего назначения, не отнесенные к другим категориям (CS)","01.6 Государственные службы общего назначения, не отнесенные к другим категориям",01 Государственные службы общего назначения,,
МОРК-170,Республика Казахстан,МОРК,1,"утверждает перечень штатных должностей, воинских званий, военно-учетных специальностей военнослужащих, кодов должностей и воинских званий вооруженных сил в соответствии с утвержденным президентом республики казахстан перечнем воинских званий",Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МОРК-171,Республика Казахстан,МОРК,1,"утверждает правила ведения дислокационного учета органов военного управления, республиканских государственных учреждений вооруженных сил",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-172,Республика Казахстан,МОРК,1,утверждает правила мобилизационного развертывания вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-173,Республика Казахстан,МОРК,1,утверждает правила проведения отбора военнослужащих вооруженных сил для участия в миротворческих операциях,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-174,Республика Казахстан,МОРК,1,утверждает правила организации кинологической деятельности органов военной полиции вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-175,Республика Казахстан,МОРК,1,утверждает правила организации контроля и эксплуатации транспортных средств вооруженных сил на расстоянии свыше 200 километров,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-176,Республика Казахстан,МОРК,1,"утверждает правила по парашютной (парашютно-десантной, воздушно-десантной) подготовке в вооруженных силах",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-177,Республика Казахстан,МОРК,1,утверждает инструкцию по ведению войскового (корабельного) хозяйства в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-179,Республика Казахстан,МОРК,1,"утверждает правила организации деятельности военных оркестров, военных дирижеров и музыкантов культурно-досуговых центров вооруженных сил",Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-18,Республика Казахстан,МОРК,1,принимает меры по военно-патриотическому воспитанию молодежи,Реализационные,09.2.2 Среднее образование высшего уровня (IS),09.2 Среднее образование,09 Образование,,
МОРК-180,Республика Казахстан,МОРК,1,утверждает инструкцию по организации и обеспечению безопасности засекреченной связи в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-181,Республика Казахстан,МОРК,1,утверждает инструкцию по размещению и монтажу оборудования ведомственной сети засекреченной связи вооруженных сил,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-182,Республика Казахстан,МОРК,1,утверждает правила организации безопасности связи и классификации нарушений безопасности связи в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-183,Республика Казахстан,МОРК,1,"утверждает правила взаимодействия структурных подразделений министерства, генерального штаба и вооруженных сил при формировании государственного оборонного заказа и осуществлении государственных закупок в интересах министерства",Регулятивные,"02.5.0 Вопросы обороны, не отнесенные к другим категориям (CS)","02.5 Вопросы обороны, не отнесенные к другим категориям",02 Оборона,,
МОРК-184,Республика Казахстан,МОРК,1,утверждает правила обеспечения безопасности воинской службы в вооруженных силах,Регулятивные,02.1.0 Вооруженные силы (CS),02.1 Вооруженные силы,02 Оборона,,
МОРК-185,Республика Казахстан,МОРК,1,утверждает инструкцию по оценке служебной деятельности специализированных организаций министерства,Регулятивные,"01.6.0 Государственные службы общего назначения, не отнесенные к другим категориям (CS)","01.6 Государственные службы общего назначения, не отнесенные к другим категориям",01 Государственные службы общего назначения,,
МОРК-186,Республика Казахстан,МОРК,1,"утверждает описи аптечек первой помощи (индивидуальной, групповой) по согласованию с уполномоченным органом в области здравоохранения",Регулятивные,07.1.2 Прочие медицинские изделия (IS),"07.1 Медицинская продукция, оборудование и изделия, используемые в медицине",07 Здравоохранение,,
МОРК-187,Республика Казахстан,МОРК,1,"утверждает правила и основания получения органами военной разведки министерства из системы информационного обмена правоохранительных, специальных государственных и иных органов информации, необходимой для проведения оперативно-розыскной деятельности и решения иных возложенных на них задач",Регулятивные,03.1.0 Полицейские службы (CS),03.1 Полицейские службы,03 Общественный порядок и безопасность,,
